SID BETTER WORSE BLEURT_DASH_extended COMET COMET_DASH_2R COMET_DASH_HTER COMET_DASH_MQM COMET_DASH_QE COMET_DASH_Rank CharacTER EED OpenKiwi_DASH_Bert OpenKiwi_DASH_XLMR TER YiSi_DASH_0 YiSi_DASH_1 YiSi_DASH_2 chrF chrF_PLUS__PLUS_ esim mBERT_DASH_L2 parbleu parchrf_PLUS__PLUS_ paresim_DASH_1 prism sentBLEU
news.com.au.759058::16 Online-Z.1632 Online-B.1591 0 0 0 0 0 0 1 1 0 0 1 0 1 1 0 0 1 0 0 0 0 1 1 1
news.com.au.759058::16 Online-Z.1632 Online-A.1575 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1
news.com.au.759058::16 ENMT.1477 SJTU-NICT.370 0 1 1 1 1 1 1 0 0 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1
news.com.au.759058::16 ENMT.1477 Online-B.1591 0 1 1 1 0 0 1 0 0 1 1 0 0 1 0 1 0 1 1 0 0 0 0 1
news.com.au.759058::16 ENMT.1477 Online-A.1575 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1
news.com.au.759058::16 Tohoku-AIP-NTT.1453 SJTU-NICT.370 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1
news.com.au.759058::16 Tohoku-AIP-NTT.1453 Online-B.1591 0 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 0 0 1 1 1
news.com.au.759058::16 Tohoku-AIP-NTT.1453 Online-A.1575 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
news.com.au.759058::19 NiuTrans.1347 SJTU-NICT.370 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
news.com.au.759058::19 NiuTrans.1347 Online-Z.1632 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
news.com.au.759058::19 NiuTrans.1347 Online-B.1591 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1
news.com.au.759058::19 NiuTrans.1347 Online-A.1575 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1
news.com.au.759058::19 SJTU-NICT.370 Online-B.1591 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
news.com.au.759058::19 SJTU-NICT.370 Online-A.1575 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
news.com.au.759058::19 ENMT.1477 SJTU-NICT.370 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
news.com.au.759058::19 ENMT.1477 Online-Z.1632 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
news.com.au.759058::19 ENMT.1477 Online-B.1591 0 1 0 0 1 0 1 1 1 1 0 1 0 1 1 0 1 0 1 0 0 1 1 1
news.com.au.759058::19 ENMT.1477 Online-A.1575 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 0 0 1 1 1
news.com.au.759058::19 Tohoku-AIP-NTT.1453 SJTU-NICT.370 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
news.com.au.759058::19 Tohoku-AIP-NTT.1453 Online-Z.1632 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
news.com.au.759058::19 Tohoku-AIP-NTT.1453 Online-B.1591 0 1 0 0 0 0 1 0 1 1 0 1 0 1 1 0 0 0 0 0 0 1 1 1
news.com.au.759058::19 Tohoku-AIP-NTT.1453 Online-A.1575 0 1 0 0 0 1 1 0 1 1 0 0 1 1 1 0 1 0 0 0 0 1 1 1
scotsman.155284::15 zlabs-nlp.95 NICT_Kyoto.1223 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 0 0 1 0 1 0 1
scotsman.155284::15 zlabs-nlp.95 ENMT.1477 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
scotsman.155284::15 NiuTrans.1347 NICT_Kyoto.1223 0 1 1 1 0 1 0 1 0 1 1 0 1 1 1 1 1 1 1 1 0 0 1 1
scotsman.155284::15 NiuTrans.1347 ENMT.1477 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1
scotsman.155284::15 Tohoku-AIP-NTT.1453 NICT_Kyoto.1223 0 0 0 0 1 0 1 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 1
scotsman.155284::15 Tohoku-AIP-NTT.1453 ENMT.1477 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1
scotsman.155284::15 Online-A.1575 NICT_Kyoto.1223 0 0 0 0 0 1 0 0 0 0 1 1 1 1 1 0 0 0 0 1 0 0 1 1
stv.tv.21627::4 SJTU-NICT.370 Online-B.1591 0 0 0 0 1 1 0 1 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0
stv.tv.21627::4 Online-Z.1632 Online-B.1591 0 0 0 0 0 1 1 1 1 0 0 1 0 1 1 0 1 0 1 0 0 1 1 1
stv.tv.21627::4 NiuTrans.1347 OPPO.1201 0 1 1 1 1 0 1 0 0 1 0 0 1 1 0 0 1 1 0 1 0 0 1 1
stv.tv.21627::4 NiuTrans.1347 Tohoku-AIP-NTT.1453 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 0 1 1 1
stv.tv.21627::4 NiuTrans.1347 Online-B.1591 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 0 0 1 1 1
stv.tv.21627::4 NICT_Kyoto.1223 Online-B.1591 1 0 1 1 1 0 1 1 0 0 0 0 0 0 1 1 0 0 1 0 0 1 0 0
stv.tv.21627::4 Online-A.1575 Online-B.1591 1 0 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 0 0 1 0 1
stv.tv.21627::4 ENMT.1477 Online-B.1591 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 0 0 1 1 1
stv.tv.21627::5 SJTU-NICT.370 OPPO.1201 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
stv.tv.21627::5 SJTU-NICT.370 Online-B.1591 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0
stv.tv.21627::5 Online-Z.1632 OPPO.1201 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1
stv.tv.21627::5 Online-Z.1632 Online-B.1591 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1
stv.tv.21627::5 NiuTrans.1347 OPPO.1201 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1
stv.tv.21627::5 NiuTrans.1347 Online-B.1591 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1
stv.tv.21627::5 NICT_Kyoto.1223 OPPO.1201 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0
stv.tv.21627::5 NICT_Kyoto.1223 Online-B.1591 0 0 1 1 1 0 0 0 1 0 0 0 1 0 0 0 0 0 1 1 0 0 1 0
stv.tv.21627::5 ENMT.1477 OPPO.1201 0 1 1 1 1 1 0 1 1 1 0 1 1 1 0 1 0 1 0 0 0 0 1 0
stv.tv.21627::5 ENMT.1477 Online-B.1591 0 1 1 1 1 1 0 0 1 1 1 1 1 0 0 1 0 0 1 0 0 0 1 0
stv.tv.21627::5 Tohoku-AIP-NTT.1453 Online-B.1591 0 1 1 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0
stv.tv.21627::5 Online-G.1557 Online-B.1591 0 1 1 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 1 0 0 0 0
stv.tv.21627::8 SJTU-NICT.370 OPPO.1201 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0
stv.tv.21627::8 Online-Z.1632 OPPO.1201 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
stv.tv.21627::8 NICT_Kyoto.1223 OPPO.1201 0 0 0 0 0 0 1 0 1 0 0 0 1 1 0 0 0 0 0 1 0 1 1 0
stv.tv.21627::8 ENMT.1477 OPPO.1201 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0
stv.tv.21627::8 Tohoku-AIP-NTT.1453 OPPO.1201 0 1 1 1 1 1 1 0 1 0 0 1 0 1 1 1 0 0 1 0 0 1 1 0
stv.tv.21627::10 SJTU-NICT.370 Online-Z.1632 1 0 0 0 0 1 1 0 0 1 0 0 0 1 1 0 1 0 1 1 1 1 0 1
stv.tv.21627::10 SJTU-NICT.370 OPPO.1201 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
stv.tv.21627::10 NiuTrans.1347 Online-Z.1632 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
stv.tv.21627::10 NiuTrans.1347 OPPO.1201 0 0 0 0 0 1 1 0 0 0 1 0 1 0 1 0 0 0 0 0 1 1 0 1
stv.tv.21627::10 NICT_Kyoto.1223 Online-Z.1632 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1
stv.tv.21627::10 NICT_Kyoto.1223 OPPO.1201 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 1 1
stv.tv.21627::10 ENMT.1477 Online-Z.1632 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1
stv.tv.21627::10 ENMT.1477 OPPO.1201 0 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 1 1 1 1
stv.tv.21627::10 Online-G.1557 Online-Z.1632 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1
stv.tv.21627::10 Online-G.1557 OPPO.1201 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 1 1 0 1 0 1 0
stv.tv.21627::10 Online-G.1557 Online-B.1591 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0
stv.tv.21627::10 Tohoku-AIP-NTT.1453 Online-Z.1632 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
stv.tv.21627::10 Tohoku-AIP-NTT.1453 OPPO.1201 0 0 1 1 1 1 1 1 0 0 1 0 1 1 1 0 1 1 1 0 1 1 1 1
stv.tv.21627::10 Online-A.1575 OPPO.1201 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1
voa-zimbabwe.640::5 Tohoku-AIP-NTT.1453 SJTU-NICT.370 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 1 1 1
voa-zimbabwe.640::5 Tohoku-AIP-NTT.1453 Online-B.1591 0 0 0 0 0 0 1 0 0 1 0 0 1 0 1 0 0 0 0 0 0 1 1 1
voa-zimbabwe.640::5 Tohoku-AIP-NTT.1453 Online-G.1557 0 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 0 0 0 1 1 1
voa-zimbabwe.640::5 NICT_Kyoto.1223 Online-B.1591 0 0 0 0 0 0 1 0 0 1 0 0 1 0 1 0 0 0 0 0 0 1 1 1
voa-zimbabwe.640::5 NICT_Kyoto.1223 Online-G.1557 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 0 1 1 0 0 0 1 1 1
voa-zimbabwe.640::8 OPPO.1201 SJTU-NICT.370 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1
voa-zimbabwe.640::8 OPPO.1201 Online-Z.1632 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
voa-zimbabwe.640::8 OPPO.1201 NiuTrans.1347 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
voa-zimbabwe.640::8 OPPO.1201 Online-B.1591 0 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1
voa-zimbabwe.640::8 OPPO.1201 Online-G.1557 0 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1
voa-zimbabwe.640::8 NICT_Kyoto.1223 SJTU-NICT.370 0 0 0 0 1 1 1 1 1 1 0 1 0 1 1 0 1 0 1 0 0 1 1 1
voa-zimbabwe.640::8 NICT_Kyoto.1223 Online-Z.1632 1 0 0 0 1 0 1 0 0 1 1 0 1 1 1 0 1 0 0 1 1 1 1 1
voa-zimbabwe.640::8 NICT_Kyoto.1223 Online-B.1591 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 1 1 0
voa-zimbabwe.640::8 NICT_Kyoto.1223 Online-G.1557 0 0 0 0 1 0 1 0 1 1 0 1 0 1 1 0 1 0 0 0 0 1 1 1
voa-zimbabwe.640::8 SJTU-NICT.370 Online-G.1557 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0
voa-zimbabwe.640::8 zlabs-nlp.95 Online-B.1591 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
voa-zimbabwe.640::8 zlabs-nlp.95 Online-G.1557 0 0 0 0 0 1 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0
voa-zimbabwe.640::8 Online-Z.1632 Online-G.1557 0 0 0 0 0 0 0 1 1 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0
voa-zimbabwe.640::8 Tohoku-AIP-NTT.1453 SJTU-NICT.370 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
voa-zimbabwe.640::8 Tohoku-AIP-NTT.1453 Online-Z.1632 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
voa-zimbabwe.640::8 Tohoku-AIP-NTT.1453 Online-B.1591 0 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1
voa-zimbabwe.640::8 Tohoku-AIP-NTT.1453 Online-G.1557 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1
voa-zimbabwe.640::8 NiuTrans.1347 Online-B.1591 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0
voa-zimbabwe.640::8 NiuTrans.1347 Online-G.1557 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0
voa-zimbabwe.640::10 SJTU-NICT.370 Online-G.1557 0 1 1 1 0 1 0 0 1 1 1 1 0 0 0 1 1 1 1 1 0 0 0 0
voa-zimbabwe.640::10 zlabs-nlp.95 Online-B.1591 0 1 0 0 0 1 0 0 0 1 1 0 0 1 1 1 0 0 0 1 0 0 0 0
voa-zimbabwe.640::10 zlabs-nlp.95 Online-G.1557 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
voa-zimbabwe.640::10 Online-Z.1632 Online-G.1557 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0
voa-zimbabwe.640::10 Tohoku-AIP-NTT.1453 Online-G.1557 0 1 0 0 0 1 0 0 0 1 1 0 0 0 1 1 1 0 0 0 0 1 1 0
voa-zimbabwe.640::10 OPPO.1201 Online-B.1591 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0
voa-zimbabwe.640::10 OPPO.1201 Online-G.1557 0 0 0 0 1 0 1 1 1 1 0 1 0 0 1 0 0 0 0 1 0 1 1 0
voa-zimbabwe.640::10 NiuTrans.1347 Online-G.1557 0 0 1 1 0 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 0 1 1 1
voa-zimbabwe.640::10 Online-B.1591 Online-G.1557 0 0 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 0 0 1 1 1
voa-zimbabwe.640::10 NICT_Kyoto.1223 Online-G.1557 0 1 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 1 1
abcnews.364002::2 SJTU-NICT.370 Online-G.1557 0 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 0 1 0 0 1 1 0
abcnews.364002::2 ENMT.1477 zlabs-nlp.95 0 1 0 0 1 0 0 1 0 0 1 0 1 1 1 1 1 1 1 0 0 1 0 1
abcnews.364002::2 ENMT.1477 Online-G.1557 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
abcnews.364002::2 Online-Z.1632 Online-G.1557 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1
abcnews.364002::2 Tohoku-AIP-NTT.1453 Online-G.1557 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
abcnews.364002::2 NiuTrans.1347 Online-G.1557 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
abcnews.364002::2 OPPO.1201 Online-G.1557 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
abcnews.364002::2 Online-B.1591 Online-G.1557 0 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 1 1 0 0 1 0 1
abcnews.364002::2 Online-A.1575 Online-G.1557 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
reuters.276654::1 NiuTrans.1347 SJTU-NICT.370 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
reuters.276654::1 Online-Z.1632 SJTU-NICT.370 0 0 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 0 1 0 0 1 1 1
reuters.276654::1 OPPO.1201 SJTU-NICT.370 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
reuters.276654::1 NICT_Kyoto.1223 SJTU-NICT.370 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1
reuters.276654::1 Online-A.1575 SJTU-NICT.370 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
reuters.276654::1 ENMT.1477 SJTU-NICT.370 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
reuters.276654::1 ENMT.1477 OPPO.1201 0 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 0 1 1 0 0 1 1 1
reuters.276654::1 ENMT.1477 Tohoku-AIP-NTT.1453 0 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 0 1 1 0 0 1 1 0
reuters.276654::1 ENMT.1477 NICT_Kyoto.1223 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1
reuters.276654::1 ENMT.1477 Online-A.1575 0 1 0 0 1 1 1 1 1 0 1 1 0 1 1 0 0 1 1 0 0 1 1 1
reuters.276654::1 zlabs-nlp.95 SJTU-NICT.370 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
reuters.276654::1 zlabs-nlp.95 OPPO.1201 0 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 0 1 1 0 0 1 1 1
reuters.276654::1 zlabs-nlp.95 Tohoku-AIP-NTT.1453 0 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 0 1 1 0 0 1 1 1
reuters.276654::1 zlabs-nlp.95 NICT_Kyoto.1223 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1
reuters.276654::1 zlabs-nlp.95 Online-A.1575 0 1 0 0 1 1 1 1 1 0 1 1 0 1 1 0 0 1 1 0 0 1 1 1
reuters.276654::1 Tohoku-AIP-NTT.1453 SJTU-NICT.370 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
thesun.co.uk.27296::4 OPPO.1201 SJTU-NICT.370 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
thesun.co.uk.27296::4 OPPO.1201 zlabs-nlp.95 0 0 0 0 1 0 1 1 1 1 1 1 1 1 1 0 1 0 1 0 0 1 1 1
thesun.co.uk.27296::4 OPPO.1201 Online-Z.1632 0 1 1 1 1 0 1 1 0 1 1 1 0 1 1 1 1 0 1 0 0 1 1 1
thesun.co.uk.27296::4 OPPO.1201 NICT_Kyoto.1223 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1
thesun.co.uk.27296::4 OPPO.1201 Online-A.1575 0 1 1 1 1 0 1 1 0 1 1 1 1 1 1 0 1 0 0 0 0 1 1 1
thesun.co.uk.27296::4 OPPO.1201 Online-G.1557 0 1 1 1 1 0 1 1 0 1 0 1 1 1 1 0 1 0 1 1 0 1 1 1
thesun.co.uk.27296::4 SJTU-NICT.370 NICT_Kyoto.1223 1 0 1 1 0 1 0 0 1 0 1 1 1 1 0 1 0 1 1 0 1 0 0 1
thesun.co.uk.27296::4 SJTU-NICT.370 zlabs-nlp.95 1 0 0 0 0 0 1 1 1 0 1 0 1 0 0 0 0 0 0 0 1 0 1 1
thesun.co.uk.27296::4 ENMT.1477 SJTU-NICT.370 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1
thesun.co.uk.27296::4 ENMT.1477 zlabs-nlp.95 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
thesun.co.uk.27296::4 ENMT.1477 Online-Z.1632 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1
thesun.co.uk.27296::4 ENMT.1477 NICT_Kyoto.1223 1 0 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1
thesun.co.uk.27296::4 ENMT.1477 Online-A.1575 0 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 0 1 1 1
thesun.co.uk.27296::4 ENMT.1477 Online-G.1557 0 0 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 0 1 1 1
thesun.co.uk.27296::4 NiuTrans.1347 zlabs-nlp.95 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1
thesun.co.uk.27296::4 NiuTrans.1347 NICT_Kyoto.1223 1 1 1 1 0 1 0 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1
thesun.co.uk.27296::4 NiuTrans.1347 Online-A.1575 0 1 1 1 0 1 1 0 0 1 0 0 1 0 1 1 1 1 1 0 0 1 0 0
thesun.co.uk.27296::4 Online-Z.1632 zlabs-nlp.95 0 0 0 0 0 0 0 1 1 1 1 0 1 1 1 0 0 0 0 0 0 1 1 1
thesun.co.uk.27296::4 Online-Z.1632 NICT_Kyoto.1223 1 0 1 1 0 1 0 1 1 0 1 1 1 1 1 1 0 1 1 0 1 1 0 1
thesun.co.uk.27296::4 Tohoku-AIP-NTT.1453 zlabs-nlp.95 0 0 0 0 1 0 1 1 0 1 1 0 1 1 1 0 1 0 0 0 0 1 1 1
thesun.co.uk.27296::4 Tohoku-AIP-NTT.1453 NICT_Kyoto.1223 0 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1
thesun.co.uk.27296::4 Tohoku-AIP-NTT.1453 Online-A.1575 0 0 0 0 1 0 1 1 0 1 0 0 1 1 1 0 1 0 0 0 0 1 1 1
thesun.co.uk.27296::4 Online-B.1591 zlabs-nlp.95 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
thesun.co.uk.27296::4 Online-B.1591 NICT_Kyoto.1223 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
thesun.co.uk.27296::4 Online-B.1591 Online-A.1575 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
thesun.co.uk.27296::4 Online-G.1557 NICT_Kyoto.1223 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1
thesun.co.uk.27296::20 SJTU-NICT.370 OPPO.1201 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
thesun.co.uk.27296::20 NiuTrans.1347 zlabs-nlp.95 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
thesun.co.uk.27296::20 NiuTrans.1347 OPPO.1201 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 1 0 1 0 0 0 0 0
thesun.co.uk.27296::20 NiuTrans.1347 Online-G.1557 0 1 1 1 1 1 1 1 1 0 1 1 0 1 1 0 1 0 1 0 0 1 1 1
thesun.co.uk.27296::20 ENMT.1477 zlabs-nlp.95 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
thesun.co.uk.27296::20 ENMT.1477 OPPO.1201 0 1 1 1 0 1 0 0 1 1 1 1 1 0 0 1 0 1 1 1 0 0 1 0
thesun.co.uk.27296::20 ENMT.1477 Online-G.1557 0 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1
thesun.co.uk.27296::20 Tohoku-AIP-NTT.1453 OPPO.1201 0 1 0 0 1 1 0 0 0 0 1 0 1 0 0 1 0 0 0 1 0 0 0 0
metro.co.uk.12127::4 NiuTrans.1347 SJTU-NICT.370 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1
metro.co.uk.12127::4 NiuTrans.1347 zlabs-nlp.95 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 0 0 1 1 1
metro.co.uk.12127::4 NiuTrans.1347 NICT_Kyoto.1223 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
metro.co.uk.12127::4 NiuTrans.1347 Online-A.1575 0 1 1 1 1 1 1 0 1 0 1 1 0 0 0 1 0 1 1 0 0 0 0 1
metro.co.uk.12127::4 NiuTrans.1347 Online-G.1557 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
metro.co.uk.12127::4 Online-Z.1632 SJTU-NICT.370 0 1 1 1 1 1 0 1 1 0 0 1 0 1 1 1 1 1 1 0 0 1 1 1
metro.co.uk.12127::4 Online-Z.1632 zlabs-nlp.95 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 1 0
metro.co.uk.12127::4 Online-Z.1632 Online-A.1575 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
metro.co.uk.12127::4 Online-Z.1632 Online-G.1557 0 1 1 1 0 1 0 1 1 0 1 1 1 1 1 1 1 1 1 0 0 1 1 1
metro.co.uk.12127::4 OPPO.1201 SJTU-NICT.370 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1
metro.co.uk.12127::4 OPPO.1201 zlabs-nlp.95 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1
