SID BETTER WORSE BAQ_dyn BAQ_static BLEURT_DASH_extended COMET COMET_DASH_2R COMET_DASH_HTER COMET_DASH_MQM COMET_DASH_QE COMET_DASH_Rank CharacTER EED EQ_dyn EQ_static OpenKiwi_DASH_Bert OpenKiwi_DASH_XLMR TER YiSi_DASH_0 YiSi_DASH_1 YiSi_DASH_2 chrF chrF_PLUS__PLUS_ esim mBERT_DASH_L2 parbleu parchrf_PLUS__PLUS_ paresim_DASH_1 prism sentBLEU
cnbc.com.33889::1 Online-Z.1638 Online-G.1562 0 0 0 0 1 1 1 1 1 1 0 0 1 0 1 1 1 1 1 1 1 1 1 0 0 1 1 1
cnbc.com.33889::1 Online-Z.1638 zlabs-nlp.322 0 1 1 1 1 1 1 1 1 1 0 0 1 0 1 1 1 1 1 0 1 1 1 1 0 1 1 1
cnbc.com.33889::1 dong-nmt.768 zlabs-nlp.322 0 1 1 1 0 0 1 1 1 0 1 0 0 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1
cnbc.com.33889::1 Online-A.1579 zlabs-nlp.322 0 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 0 0 1 1 1 1 1 1 1
cnbc.com.33889::1 Huoshan_Translate.716 zlabs-nlp.322 0 1 1 1 0 1 1 0 0 0 0 1 0 1 0 0 1 1 0 0 1 1 1 1 1 0 0 1
cnbc.com.33889::1 OPPO.1147 zlabs-nlp.322 0 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 0 0 1 1 1 1 1 1 1
cnbc.com.33889::10 Tencent_Translation.1332 dong-nmt.768 1 0 0 0 0 1 0 1 0 1 1 0 1 1 1 1 0 1 0 1 0 0 0 0 0 1 1 1
cnbc.com.33889::10 Tencent_Translation.1332 Online-G.1562 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1
cnbc.com.33889::10 Tencent_Translation.1332 Huoshan_Translate.716 0 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 0 1 0 1 0 1 0 0 0 1 1 1
cnbc.com.33889::10 NiuTrans.1511 dong-nmt.768 0 1 1 0 0 0 1 0 1 1 0 1 1 0 0 0 0 1 1 0 0 0 0 1 1 0 0 0
cnbc.com.33889::10 NiuTrans.1511 Online-G.1562 0 1 1 1 0 0 1 0 1 1 0 1 1 0 0 0 1 1 1 0 1 0 1 1 1 0 0 0
cnbc.com.33889::10 OPPO.1147 dong-nmt.768 1 1 1 0 0 1 1 1 0 1 1 1 1 1 1 1 0 1 0 1 1 1 0 1 0 1 1 1
cnbc.com.33889::10 OPPO.1147 Online-G.1562 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1
cnbc.com.33889::10 Online-B.1597 Online-G.1562 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
cnbc.com.33889::10 Online-A.1579 Online-G.1562 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1
cnbc.com.33889::10 Online-Z.1638 Online-G.1562 0 0 0 0 0 0 0 1 1 1 0 0 1 0 1 0 0 0 1 0 0 0 0 1 0 0 1 1
cnbc.com.33889::10 zlabs-nlp.322 Online-G.1562 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 0 1 1 1
sky.com.20667::10 OPPO.1147 dong-nmt.768 1 1 1 1 1 1 1 0 1 0 1 1 0 1 0 1 1 1 1 1 1 1 1 1 0 1 1 0
sky.com.20667::10 SJTU-NICT.706 dong-nmt.768 1 1 1 1 1 1 1 1 1 0 1 1 0 0 0 1 1 1 1 1 1 1 1 1 0 1 1 0
stv.tv.21636::16 Huawei_TSC.618 Online-B.1597 0 1 1 1 0 1 1 1 0 0 0 1 0 1 1 1 1 0 1 1 1 0 1 1 0 1 0 1
stv.tv.21636::16 Huawei_TSC.618 NiuTrans.1511 1 1 1 1 1 1 1 1 0 1 1 0 0 1 1 1 1 1 0 1 0 1 0 1 0 1 1 1
stv.tv.21636::16 Huawei_TSC.618 Online-Z.1638 0 0 0 0 1 1 1 1 1 0 1 1 0 1 1 1 1 0 1 0 0 0 0 0 1 1 0 0
stv.tv.21636::16 dong-nmt.768 Online-B.1597 0 1 1 1 0 1 1 1 1 0 0 0 0 1 1 1 1 0 0 1 1 1 1 1 1 1 0 1
stv.tv.21636::16 dong-nmt.768 NiuTrans.1511 1 0 1 1 0 1 0 1 1 0 0 0 0 1 1 1 1 1 0 1 0 1 1 1 0 1 1 1
stv.tv.21636::16 dong-nmt.768 Online-Z.1638 0 0 1 1 1 1 0 1 1 0 1 0 0 1 0 1 1 0 1 0 0 1 0 0 1 1 0 0
stv.tv.21636::16 Huoshan_Translate.716 NiuTrans.1511 1 0 0 0 1 1 0 1 1 1 1 0 1 1 1 1 1 1 0 1 0 1 0 0 0 1 1 1
stv.tv.21636::16 Online-G.1562 Online-B.1597 0 1 1 1 0 1 1 1 1 0 0 1 0 1 1 1 1 0 1 1 1 1 1 1 0 1 0 1
stv.tv.21636::16 Online-G.1562 NiuTrans.1511 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 1 0 1 0 1 1 1
stv.tv.21636::16 Online-G.1562 Online-Z.1638 0 0 1 1 1 1 1 0 1 0 1 0 0 1 1 0 1 0 1 0 0 1 0 0 0 1 0 1
stv.tv.21636::16 Online-A.1579 Online-Z.1638 0 0 0 0 1 1 0 0 1 0 1 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0
stv.tv.21636::16 Online-A.1579 NiuTrans.1511 1 0 0 0 0 1 0 1 1 1 1 0 1 1 1 1 1 1 0 0 0 1 0 0 0 1 1 1
stv.tv.21636::16 SJTU-NICT.706 NiuTrans.1511 1 0 0 0 1 1 1 1 1 0 1 0 0 1 1 1 1 1 1 1 0 1 0 0 0 1 1 1
stv.tv.21636::16 SJTU-NICT.706 Online-Z.1638 0 0 0 0 1 1 1 1 1 0 1 0 0 1 0 0 1 0 1 0 0 0 0 0 1 1 1 0
huffingtonpost.com.19390::2 Tencent_Translation.1332 dong-nmt.768 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1
huffingtonpost.com.19390::2 NiuTrans.1511 dong-nmt.768 0 1 1 1 1 0 1 1 1 1 0 1 1 0 0 0 1 1 1 1 1 0 1 1 1 0 0 0
huffingtonpost.com.19390::2 NiuTrans.1511 Huoshan_Translate.716 0 1 1 1 1 0 1 0 1 1 0 1 1 0 0 0 1 1 1 1 1 0 1 1 0 0 0 0
huffingtonpost.com.19390::2 NiuTrans.1511 SJTU-NICT.706 0 1 1 1 1 0 1 0 1 1 0 1 1 0 0 0 1 1 1 0 1 0 1 1 0 0 0 0
huffingtonpost.com.19390::4 Online-B.1597 dong-nmt.768 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
huffingtonpost.com.19390::4 Tencent_Translation.1332 dong-nmt.768 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
huffingtonpost.com.19390::4 Tencent_Translation.1332 SJTU-NICT.706 0 1 1 1 1 1 1 0 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0
huffingtonpost.com.19390::4 NiuTrans.1511 dong-nmt.768 0 1 1 1 1 0 1 1 1 1 0 1 1 0 0 0 1 1 1 1 1 0 1 1 1 0 0 0
huffingtonpost.com.19390::4 NiuTrans.1511 SJTU-NICT.706 0 1 0 0 0 0 1 0 1 1 0 1 1 0 0 0 1 0 1 1 1 0 1 1 1 0 0 0
huffingtonpost.com.19390::4 Online-Z.1638 dong-nmt.768 1 0 1 1 1 1 1 1 0 0 0 0 0 1 1 1 0 1 0 0 0 1 1 1 0 1 0 1
huffingtonpost.com.19390::4 Online-A.1579 dong-nmt.768 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
huffingtonpost.com.19390::4 Huoshan_Translate.716 dong-nmt.768 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
huffingtonpost.com.19390::4 OPPO.1147 dong-nmt.768 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
huffingtonpost.com.19390::4 zlabs-nlp.322 dong-nmt.768 1 0 0 0 1 1 0 1 1 0 1 0 0 1 1 1 0 0 0 0 0 1 0 0 1 1 1 1
guardian.260810::8 Online-G.1562 OPPO.1147 0 0 0 0 1 1 0 1 1 1 0 1 0 1 1 0 1 0 1 1 1 0 0 0 0 0 1 1
guardian.260810::8 Huoshan_Translate.716 OPPO.1147 0 0 0 0 0 0 0 1 1 1 0 0 1 1 1 0 1 1 0 0 1 0 0 0 0 0 1 1
foxnews.100073::10 NiuTrans.1511 Online-B.1597 0 1 1 1 1 0 1 0 1 1 0 1 1 0 0 0 1 1 1 1 1 0 1 1 1 0 0 0
foxnews.100073::10 Online-A.1579 Online-B.1597 0 0 0 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 0 0 1 1 0 1
foxnews.100073::10 dong-nmt.768 Online-B.1597 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0
huffingtonpost.com.19347::9 NiuTrans.1511 Online-B.1597 0 1 0 0 1 0 1 1 1 1 0 1 1 0 0 0 1 1 1 1 1 1 1 1 1 0 0 0
huffingtonpost.com.19347::9 NiuTrans.1511 dong-nmt.768 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
huffingtonpost.com.19347::9 NiuTrans.1511 Tencent_Translation.1332 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
huffingtonpost.com.19347::9 NiuTrans.1511 Online-Z.1638 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0
huffingtonpost.com.19347::9 NiuTrans.1511 zlabs-nlp.322 0 1 0 0 1 0 1 0 1 1 0 1 1 0 0 0 1 0 1 1 1 0 1 0 1 0 0 0
huffingtonpost.com.19347::9 Huawei_TSC.618 Online-B.1597 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
huffingtonpost.com.19347::9 Huawei_TSC.618 dong-nmt.768 1 1 1 1 1 1 1 1 1 0 1 0 0 1 1 1 1 1 0 1 0 1 1 1 0 1 1 1
huffingtonpost.com.19347::9 Huawei_TSC.618 Tencent_Translation.1332 0 1 1 1 1 1 1 0 1 0 1 1 0 0 1 1 0 1 0 1 1 1 1 1 1 1 1 1
huffingtonpost.com.19347::9 Huawei_TSC.618 Online-Z.1638 1 1 1 1 1 0 1 1 1 0 1 0 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1
huffingtonpost.com.19347::9 Huawei_TSC.618 zlabs-nlp.322 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
huffingtonpost.com.19347::9 Online-A.1579 Online-B.1597 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
huffingtonpost.com.19347::9 Online-A.1579 dong-nmt.768 1 1 1 1 1 1 0 1 1 0 1 0 0 1 1 1 0 1 0 0 0 1 0 1 1 1 1 1
huffingtonpost.com.19347::9 Online-A.1579 Tencent_Translation.1332 0 1 0 0 1 0 0 1 1 0 0 1 0 0 1 0 0 1 0 0 0 1 0 1 1 1 0 1
huffingtonpost.com.19347::9 Online-A.1579 Online-Z.1638 1 1 1 1 1 0 0 1 1 1 1 0 1 1 1 0 0 1 1 0 0 1 1 1 1 0 1 1
huffingtonpost.com.19347::9 Online-A.1579 zlabs-nlp.322 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
huffingtonpost.com.19347::9 Huoshan_Translate.716 Online-B.1597 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
huffingtonpost.com.19347::9 dong-nmt.768 Online-B.1597 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
huffingtonpost.com.19347::9 Tencent_Translation.1332 Online-B.1597 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
huffingtonpost.com.19347::9 Online-G.1562 Online-B.1597 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
huffingtonpost.com.19347::9 Online-Z.1638 Online-B.1597 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
huffingtonpost.com.19347::9 SJTU-NICT.706 Online-B.1597 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
huffingtonpost.com.19347::9 zlabs-nlp.322 Online-B.1597 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
huffingtonpost.com.19347::12 NiuTrans.1511 Online-B.1597 0 1 1 1 1 0 1 0 1 1 0 1 1 0 0 0 1 1 1 0 1 0 1 1 0 0 0 0
huffingtonpost.com.19347::12 NiuTrans.1511 dong-nmt.768 0 1 1 1 1 0 1 0 1 1 0 1 1 0 0 0 1 1 1 1 1 0 1 1 1 0 0 0
huffingtonpost.com.19347::12 NiuTrans.1511 Tencent_Translation.1332 0 1 1 1 1 0 1 0 1 1 0 1 1 0 0 0 1 1 1 1 1 0 1 1 0 0 0 0
huffingtonpost.com.19347::12 NiuTrans.1511 Online-Z.1638 0 1 1 1 1 0 1 0 1 1 0 1 1 0 0 0 1 1 1 1 1 0 1 1 1 0 0 0
huffingtonpost.com.19347::12 Huawei_TSC.618 Online-B.1597 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
huffingtonpost.com.19347::12 Huawei_TSC.618 dong-nmt.768 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1
huffingtonpost.com.19347::12 Huawei_TSC.618 Online-Z.1638 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1
huffingtonpost.com.19347::12 Online-A.1579 Online-B.1597 0 1 0 0 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1
huffingtonpost.com.19347::12 Online-A.1579 dong-nmt.768 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1
huffingtonpost.com.19347::12 Online-A.1579 Tencent_Translation.1332 0 1 1 1 1 0 1 0 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 0 0 0
huffingtonpost.com.19347::12 Online-A.1579 Online-Z.1638 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
huffingtonpost.com.19347::12 Huoshan_Translate.716 Online-B.1597 0 0 0 0 1 0 0 1 1 1 0 0 0 1 1 1 0 0 1 0 0 0 0 0 0 1 1 1
huffingtonpost.com.19347::12 Huoshan_Translate.716 dong-nmt.768 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 0 1 0 0 1 1 1 1 1 1 1
huffingtonpost.com.19347::12 Huoshan_Translate.716 Tencent_Translation.1332 0 1 0 0 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 1 1 1 0 1 0 1
huffingtonpost.com.19347::12 Huoshan_Translate.716 Online-Z.1638 1 1 1 1 1 1 0 1 1 1 1 0 1 0 1 1 0 0 1 0 0 0 0 0 1 1 1 1
huffingtonpost.com.19347::12 Online-G.1562 Online-B.1597 0 0 0 0 1 1 0 1 1 1 0 0 1 1 1 1 1 0 1 0 0 0 1 0 0 1 1 0
huffingtonpost.com.19347::12 zlabs-nlp.322 Online-B.1597 0 0 0 0 0 0 0 0 1 1 0 0 1 1 1 1 1 0 1 0 0 0 0 0 0 1 0 1
abcnews.364021::1 OPPO.1147 Online-B.1597 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 0 1
abcnews.364021::1 OPPO.1147 dong-nmt.768 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1
abcnews.364021::1 OPPO.1147 Online-Z.1638 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1
abcnews.364021::1 OPPO.1147 Online-A.1579 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1
abcnews.364021::1 OPPO.1147 Huawei_TSC.618 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 0 1
abcnews.364021::1 OPPO.1147 Huoshan_Translate.716 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1
abcnews.364021::1 OPPO.1147 SJTU-NICT.706 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1
abcnews.364021::1 Tencent_Translation.1332 dong-nmt.768 1 1 1 1 0 1 0 1 0 1 1 0 0 0 1 1 1 0 1 0 0 1 1 1 1 1 0 1
abcnews.364021::1 Tencent_Translation.1332 Online-B.1597 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
abcnews.364021::1 Tencent_Translation.1332 Online-Z.1638 0 1 1 1 1 0 1 1 0 1 1 0 1 0 1 1 1 1 1 1 0 0 0 1 1 1 0 1
abcnews.364021::1 Tencent_Translation.1332 Huawei_TSC.618 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 1 0
abcnews.364021::1 Tencent_Translation.1332 Online-A.1579 0 1 1 1 0 1 0 1 0 1 1 0 0 0 1 1 0 1 1 0 0 0 1 1 0 1 1 1
abcnews.364021::1 Tencent_Translation.1332 Huoshan_Translate.716 0 1 1 1 0 0 0 1 0 1 0 0 0 0 0 1 0 0 1 0 0 0 1 1 0 1 1 1
abcnews.364021::1 NiuTrans.1511 Huoshan_Translate.716 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0
abcnews.364021::1 Online-G.1562 Huawei_TSC.618 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
abcnews.364021::1 Online-G.1562 Huoshan_Translate.716 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 0 0 0 0
abcnews.364021::1 zlabs-nlp.322 Huoshan_Translate.716 0 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
abcnews.364021::6 OPPO.1147 Online-B.1597 0 0 0 0 1 0 0 1 1 1 1 1 0 1 1 1 0 0 1 0 0 0 0 0 1 1 1 1
abcnews.364021::6 OPPO.1147 dong-nmt.768 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
abcnews.364021::6 OPPO.1147 Online-Z.1638 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1
abcnews.364021::6 Tencent_Translation.1332 dong-nmt.768 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
abcnews.364021::6 Tencent_Translation.1332 Online-B.1597 0 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1
abcnews.364021::6 Tencent_Translation.1332 Online-Z.1638 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
abcnews.364021::6 NiuTrans.1511 dong-nmt.768 0 1 1 1 1 0 1 0 1 1 0 1 1 0 0 0 1 1 1 1 1 0 1 1 1 0 0 0
abcnews.364021::6 NiuTrans.1511 Online-Z.1638 0 1 1 1 1 0 1 0 1 1 0 1 1 0 0 0 1 1 1 1 1 0 1 1 1 0 0 0
abcnews.364021::6 Online-G.1562 dong-nmt.768 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
abcnews.364021::6 Online-G.1562 Online-B.1597 0 0 0 0 1 0 0 1 1 0 1 1 0 1 1 1 0 0 1 1 0 0 0 0 0 0 1 0
abcnews.364021::6 Online-G.1562 Online-Z.1638 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1
abcnews.364021::6 Online-A.1579 dong-nmt.768 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
abcnews.364021::6 Online-A.1579 Online-Z.1638 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
abcnews.364021::6 SJTU-NICT.706 dong-nmt.768 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
abcnews.364021::6 SJTU-NICT.706 Online-Z.1638 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
abcnews.364021::6 Huawei_TSC.618 Online-Z.1638 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1
abcnews.364021::6 Huoshan_Translate.716 Online-Z.1638 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
abcnews.364021::6 zlabs-nlp.322 Online-Z.1638 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 0 0 1 0
seattle_times.7807::11 OPPO.1147 Online-A.1579 0 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 1 1 0 1 1 0 1 1 1
seattle_times.7807::4 NiuTrans.1511 Online-B.1597 0 1 1 1 1 0 1 0 1 1 0 1 1 0 0 0 1 1 1 1 1 0 1 1 1 0 0 0
seattle_times.7807::4 NiuTrans.1511 Huoshan_Translate.716 0 1 1 1 1 1 1 0 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 0 1
seattle_times.7807::4 Online-B.1597 Huoshan_Translate.716 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
seattle_times.7807::4 dong-nmt.768 Huoshan_Translate.716 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
seattle_times.7807::4 Online-G.1562 Huoshan_Translate.716 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
seattle_times.7807::4 Online-A.1579 Huoshan_Translate.716 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
seattle_times.7807::4 Huawei_TSC.618 Huoshan_Translate.716 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
seattle_times.7807::4 OPPO.1147 Huoshan_Translate.716 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
seattle_times.7807::4 zlabs-nlp.322 Huoshan_Translate.716 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
novinite.com.35568::1 Tencent_Translation.1332 NiuTrans.1511 1 0 0 0 0 1 0 1 0 0 1 0 0 1 1 1 0 0 0 1 1 1 0 0 0 1 1 1
novinite.com.35568::1 Tencent_Translation.1332 Online-G.1562 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1
novinite.com.35568::1 Huawei_TSC.618 NiuTrans.1511 1 0 1 1 1 1 0 1 0 1 1 0 1 1 1 1 1 0 0 0 1 1 1 0 1 1 1 1
novinite.com.35568::1 Huawei_TSC.618 Online-G.1562 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1
novinite.com.35568::1 Huoshan_Translate.716 NiuTrans.1511 1 0 0 0 0 1 0 1 0 0 1 0 0 1 1 1 0 0 0 0 0 1 0 0 0 1 1 1
novinite.com.35568::1 Huoshan_Translate.716 Online-G.1562 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1
novinite.com.35568::1 Online-A.1579 Online-G.1562 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1
novinite.com.35568::1 Online-A.1579 NiuTrans.1511 1 0 0 0 0 1 0 1 0 0 1 0 0 1 1 1 0 0 0 1 0 1 0 0 0 1 1 1
novinite.com.35568::1 OPPO.1147 Online-G.1562 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1
novinite.com.35568::1 OPPO.1147 NiuTrans.1511 1 0 0 0 0 1 0 1 0 0 1 0 0 1 1 1 0 0 0 0 0 1 0 0 0 1 1 1
novinite.com.35568::1 Online-Z.1638 NiuTrans.1511 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
novinite.com.35568::1 Online-Z.1638 Online-G.1562 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1
latimes.431858::2 Online-B.1597 Online-A.1579 0 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1
latimes.431858::2 Online-B.1597 dong-nmt.768 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1
latimes.431858::2 Tencent_Translation.1332 dong-nmt.768 1 0 0 0 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1
latimes.431858::2 Tencent_Translation.1332 Online-A.1579 0 1 1 1 1 1 1 1 1 0 0 1 0 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1
latimes.431858::2 Tencent_Translation.1332 SJTU-NICT.706 0 0 0 0 1 1 1 1 0 0 0 1 0 1 1 0 1 1 0 1 1 0 1 1 0 1 0 1
latimes.431858::2 Tencent_Translation.1332 zlabs-nlp.322 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
latimes.431858::2 NiuTrans.1511 dong-nmt.768 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0
latimes.431858::2 Online-G.1562 dong-nmt.768 1 0 0 0 0 1 0 1 0 1 0 0 1 0 1 1 1 1 1 1 1 0 0 0 1 1 0 1
latimes.431858::2 Online-Z.1638 dong-nmt.768 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0
