SID BETTER WORSE BAQ_dyn BAQ_static BERT_DASH_base_DASH_L2 BERT_DASH_large_DASH_L2 BLEURT BLEURT_DASH_extended COMET COMET_DASH_2R COMET_DASH_HTER COMET_DASH_MQM COMET_DASH_QE COMET_DASH_Rank CharacTER EED MEE OpenKiwi_DASH_Bert OpenKiwi_DASH_XLMR SWSS_PLUS_METEOR TER YiSi_DASH_0 YiSi_DASH_1 YiSi_DASH_2 chrF chrF_PLUS__PLUS_ esim mBERT_DASH_L2 parbleu parchrf_PLUS__PLUS_ paresim_DASH_1 prism sentBLEU
chinanews.com.102763 dong-nmt.1207 OPPO.1422 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chinanews.com.102763 dong-nmt.1207 WeChat_AI.1525 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chinanews.com.102763 zlabs-nlp.1176 OPPO.1422 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chinanews.com.102767 DeepMind.381 Huawei_TSC.889 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 0 1
chinanews.com.102767 DeepMind.381 Online-Z.1646 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chinanews.com.102767 Huoshan_Translate.919 Huawei_TSC.889 1 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 1 1 0 0 0 0 1 1 1 0 0 0 1 0 0
chinanews.com.102767 Huoshan_Translate.919 Online-Z.1646 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chinanews.com.102767 OPPO.1422 Huawei_TSC.889 1 0 1 0 1 0 0 0 0 0 1 0 1 1 0 0 1 1 0 0 0 0 0 1 1 0 0 1 1 0 0
chinanews.com.102767 OPPO.1422 Online-Z.1646 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chinanews.com.102767 Online-A.1585 Huawei_TSC.889 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chinanews.com.102767 SJTU-NICT.320 Huawei_TSC.889 1 1 1 1 1 1 0 0 1 0 0 0 1 0 1 0 1 0 1 0 0 0 0 1 0 1 0 0 1 0 1
chinanews.com.102767 SJTU-NICT.320 Online-Z.1646 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chinanews.com.102767 Tencent_Translation.1249 Huawei_TSC.889 1 1 1 1 1 1 0 0 1 0 1 0 1 0 1 0 1 1 1 0 0 0 0 1 1 0 0 0 1 0 0
chinanews.com.102767 WeChat_AI.1525 Huawei_TSC.889 1 0 1 0 1 1 0 0 0 0 1 0 1 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0
chinanews.com.102767 zlabs-nlp.1176 Huawei_TSC.889 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chinanews.com.102767 zlabs-nlp.1176 Online-Z.1646 0 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1
chinanews.com.102777 DiDi_NLP.401 Online-A.1585 0 0 0 0 0 0 1 1 0 1 0 0 0 1 0 1 0 1 0 1 1 1 1 1 0 0 1 1 1 1 1
chinanews.com.102777 DiDi_NLP.401 Tencent_Translation.1249 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 1 1 1 1 0 0 0 1 1 0 0 0
chinanews.com.102777 Online-B.1605 Online-A.1585 0 0 0 0 0 0 1 1 0 1 0 0 0 1 0 1 0 1 0 1 1 1 1 1 0 0 1 1 1 1 1
chinanews.com.102777 Online-B.1605 Tencent_Translation.1249 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 1 1 0 0 0
chinanews.com.102777 Online-Z.1646 Online-A.1585 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chinanews.com.102777 Online-Z.1646 Tencent_Translation.1249 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chinanews.com.102777 SJTU-NICT.320 DeepMind.381 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0
chinanews.com.102777 SJTU-NICT.320 Huoshan_Translate.919 0 0 0 0 0 0 1 1 0 1 0 1 0 0 0 1 0 1 0 1 1 1 1 0 0 0 0 1 0 0 1
chinanews.com.102777 SJTU-NICT.320 Online-A.1585 0 0 0 0 0 0 1 1 0 1 0 1 0 1 0 1 0 1 0 1 1 1 1 1 0 0 1 1 1 1 1
chinanews.com.102777 SJTU-NICT.320 Tencent_Translation.1249 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 1 1 0 0 0
chinanews.com.102777 SJTU-NICT.320 WeChat_AI.1525 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 1
chinanews.com.102777 THUNLP.1498 Online-A.1585 0 0 0 0 0 0 1 1 0 1 1 1 0 1 1 1 1 1 0 1 1 0 1 1 1 0 1 1 1 1 1
chinanews.com.102777 THUNLP.1498 Tencent_Translation.1249 0 0 0 0 0 1 0 1 1 1 1 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0
chinanews.com.102777 dong-nmt.1207 Online-A.1585 0 0 0 0 0 0 1 1 0 1 1 0 0 0 1 1 0 1 0 1 0 1 1 1 0 0 0 1 1 1 1
chinanews.com.102777 dong-nmt.1207 Tencent_Translation.1249 1 0 1 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
chinanews.com.102780 Huawei_TSC.889 THUNLP.1498 0 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0
chinanews.com.102780 Huawei_TSC.889 WeChat_AI.1525 0 1 0 1 0 1 1 1 1 0 0 1 0 1 0 1 1 1 1 0 1 1 1 1 1 0 1 0 1 1 1
chinanews.com.102780 Huawei_TSC.889 zlabs-nlp.1176 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chinanews.com.102780 OPPO.1422 THUNLP.1498 1 1 1 1 1 1 0 0 1 1 1 0 1 1 0 0 1 1 1 0 1 1 0 0 1 1 0 1 0 1 0
chinanews.com.102780 OPPO.1422 WeChat_AI.1525 1 1 1 1 1 1 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0
chinanews.com.102780 OPPO.1422 zlabs-nlp.1176 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 0 1 1
chinanews.com.102780 DeepMind.381 WeChat_AI.1525 0 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 0
chinanews.com.102780 DeepMind.381 zlabs-nlp.1176 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chinanews.com.102780 Online-Z.1646 WeChat_AI.1525 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0
chinanews.com.102780 SJTU-NICT.320 WeChat_AI.1525 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chinanews.com.102791 DeepMind.381 DiDi_NLP.401 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 0
chinanews.com.102791 DeepMind.381 Huoshan_Translate.919 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 0 1 1
chinanews.com.102791 OPPO.1422 DiDi_NLP.401 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1
chinanews.com.102791 OPPO.1422 Huoshan_Translate.919 0 1 0 1 0 1 1 1 0 1 1 1 0 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 0 1 1
chinanews.com.102791 Online-A.1585 DiDi_NLP.401 1 1 1 1 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
chinanews.com.102791 Online-Z.1646 DiDi_NLP.401 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chinanews.com.102791 SJTU-NICT.320 DiDi_NLP.401 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0
chinanews.com.102791 Tencent_Translation.1249 DiDi_NLP.401 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0
chinanews.com.102791 Tencent_Translation.1249 Huoshan_Translate.919 0 1 0 1 1 1 1 1 1 1 0 1 1 1 0 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1
chinanews.com.102791 WeChat_AI.1525 DiDi_NLP.401 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1
chinanews.com.102791 WeChat_AI.1525 Huoshan_Translate.919 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1
chinanews.com.102797 DeepMind.381 Huawei_TSC.889 1 1 1 1 1 1 0 0 1 1 0 1 1 0 1 0 0 0 1 0 1 0 1 1 0 1 1 1 1 0 1
chinanews.com.102797 DeepMind.381 OPPO.1422 0 1 1 1 0 0 1 0 1 1 0 0 1 0 1 0 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1
chinanews.com.102797 DeepMind.381 Online-Z.1646 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chinanews.com.102797 DeepMind.381 THUNLP.1498 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 0
chinanews.com.102797 Huoshan_Translate.919 Huawei_TSC.889 1 1 1 1 1 1 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1
chinanews.com.102797 Huoshan_Translate.919 OPPO.1422 0 1 1 1 0 1 1 0 0 0 0 0 1 0 1 0 1 1 1 1 0 0 0 0 0 1 0 0 0 0 1
chinanews.com.102797 Huoshan_Translate.919 Online-Z.1646 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chinanews.com.102797 Huoshan_Translate.919 THUNLP.1498 1 1 1 1 1 1 0 0 1 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0
chinanews.com.102797 Online-A.1585 Huawei_TSC.889 1 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chinanews.com.102797 Online-A.1585 OPPO.1422 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
chinanews.com.102797 Online-A.1585 Online-Z.1646 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1
chinanews.com.102797 Online-A.1585 THUNLP.1498 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chinanews.com.102797 Online-A.1585 Tencent_Translation.1249 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1
chinanews.com.102797 Online-A.1585 WeChat_AI.1525 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chinanews.com.102797 Online-A.1585 dong-nmt.1207 0 1 1 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chinanews.com.102797 Online-A.1585 zlabs-nlp.1176 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1
chinanews.com.102797 Online-B.1605 Huawei_TSC.889 1 0 1 0 1 1 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 1 1 0 0 1
chinanews.com.102797 Online-B.1605 OPPO.1422 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 1
chinanews.com.102797 Online-B.1605 Online-Z.1646 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chinanews.com.102797 Online-G.1569 Huawei_TSC.889 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chinanews.com.102797 Online-G.1569 OPPO.1422 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chinanews.com.102797 Online-G.1569 Online-Z.1646 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 0 1 0 1 1 1 1 1 1 1 0 1
chinanews.com.102797 SJTU-NICT.320 Huawei_TSC.889 1 0 1 1 1 1 0 0 1 1 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 1 1 1 0 0 0
chinanews.com.102797 SJTU-NICT.320 OPPO.1422 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1
chinanews.com.102797 SJTU-NICT.320 Online-Z.1646 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chinanews.com.102797 SJTU-NICT.320 THUNLP.1498 1 0 1 1 1 1 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
chinanews.com.102797 SJTU-NICT.320 WeChat_AI.1525 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0
chinanews.com.102797 SJTU-NICT.320 zlabs-nlp.1176 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chinanews.com.102811 DeepMind.381 Huawei_TSC.889 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 1 0 0 0 1 0 0
chinanews.com.102811 DeepMind.381 Online-Z.1646 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chinanews.com.102811 Huoshan_Translate.919 Huawei_TSC.889 1 1 1 1 1 1 1 0 1 1 0 0 1 0 1 0 1 1 1 1 0 1 0 1 1 1 0 1 1 0 0
chinanews.com.102811 Huoshan_Translate.919 Online-Z.1646 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chinanews.com.102811 DiDi_NLP.401 Online-Z.1646 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chinanews.com.102811 OPPO.1422 Online-Z.1646 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chinanews.com.102811 Online-A.1585 Online-Z.1646 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chinanews.com.102811 SJTU-NICT.320 Huawei_TSC.889 1 0 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1
chinanews.com.102811 SJTU-NICT.320 Online-Z.1646 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chinanews.com.102811 THUNLP.1498 Huawei_TSC.889 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chinanews.com.102811 THUNLP.1498 Online-B.1605 0 1 0 0 0 0 0 0 1 0 0 1 0 1 0 1 0 0 1 0 1 0 0 1 0 0 1 0 1 0 0
chinanews.com.102811 THUNLP.1498 Online-G.1569 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chinanews.com.102811 THUNLP.1498 Online-Z.1646 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chinanews.com.102811 THUNLP.1498 dong-nmt.1207 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chinanews.com.102811 Tencent_Translation.1249 Huawei_TSC.889 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 0
chinanews.com.102811 Tencent_Translation.1249 Online-A.1585 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chinanews.com.102811 Tencent_Translation.1249 Online-B.1605 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0
chinanews.com.102811 Tencent_Translation.1249 Online-G.1569 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chinanews.com.102811 Tencent_Translation.1249 Online-Z.1646 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chinanews.com.102811 Tencent_Translation.1249 dong-nmt.1207 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chinanews.com.102811 WeChat_AI.1525 Huawei_TSC.889 1 0 1 1 1 1 1 0 0 0 0 1 1 1 0 1 1 1 1 0 0 0 0 1 1 1 0 0 0 0 1
chinanews.com.102811 WeChat_AI.1525 Online-B.1605 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1
chinanews.com.102811 WeChat_AI.1525 Online-G.1569 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chinanews.com.102811 WeChat_AI.1525 Online-Z.1646 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chinanews.com.102811 zlabs-nlp.1176 Huawei_TSC.889 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chinanews.com.102811 zlabs-nlp.1176 Online-Z.1646 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 0 0 1 1 1 0 0 1 0
chinanews.com.102824 DeepMind.381 DiDi_NLP.401 1 0 1 0 1 0 0 1 1 0 1 0 1 1 1 1 0 0 0 0 0 0 0 1 1 0 1 0 0 0 1
chinanews.com.102824 DeepMind.381 Huawei_TSC.889 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 0 0 0 1 0 1 1 0 1 1 0 1
chinanews.com.102824 DeepMind.381 Online-B.1605 0 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 0 1 0 1 1 1 1 1 0 1
chinanews.com.102824 DeepMind.381 Online-G.1569 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chinanews.com.102824 DeepMind.381 Online-Z.1646 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chinanews.com.102824 DeepMind.381 Tencent_Translation.1249 1 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chinanews.com.102824 DeepMind.381 WeChat_AI.1525 1 0 1 0 1 0 0 1 0 1 1 1 0 0 0 1 0 0 0 0 1 1 1 0 1 0 1 1 0 1 0
chinanews.com.102824 DeepMind.381 dong-nmt.1207 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chinanews.com.102824 DiDi_NLP.401 Huawei_TSC.889 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 0 1 1 0 0
chinanews.com.102824 DiDi_NLP.401 Online-B.1605 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1
chinanews.com.102824 Huoshan_Translate.919 Huawei_TSC.889 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1
chinanews.com.102824 Huoshan_Translate.919 Online-B.1605 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chinanews.com.102824 Huoshan_Translate.919 Online-Z.1646 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chinanews.com.102824 Huoshan_Translate.919 Tencent_Translation.1249 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 0 0 1 0 1 1 1 1 1 1 0 1 1 0 0
chinanews.com.102824 Huoshan_Translate.919 WeChat_AI.1525 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0
chinanews.com.102824 Huoshan_Translate.919 dong-nmt.1207 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chinanews.com.102824 OPPO.1422 Huawei_TSC.889 1 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 1 0 0
chinanews.com.102824 OPPO.1422 Online-B.1605 0 0 0 0 0 1 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chinanews.com.102824 OPPO.1422 WeChat_AI.1525 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
chinanews.com.102824 Online-A.1585 Huawei_TSC.889 1 1 1 1 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chinanews.com.102824 Online-A.1585 Online-B.1605 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chinanews.com.102824 Online-A.1585 WeChat_AI.1525 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chinanews.com.102824 Online-G.1569 Huawei_TSC.889 1 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chinanews.com.102824 Online-G.1569 Online-B.1605 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chinanews.com.102824 Online-Z.1646 Huawei_TSC.889 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chinanews.com.102824 Online-Z.1646 Online-B.1605 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chinanews.com.102824 SJTU-NICT.320 DiDi_NLP.401 1 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0
chinanews.com.102824 SJTU-NICT.320 Huawei_TSC.889 1 1 1 1 1 1 1 0 1 1 1 0 0 0 1 0 1 1 1 0 0 0 0 1 1 1 0 1 1 0 0
chinanews.com.102824 SJTU-NICT.320 Online-B.1605 0 1 1 1 1 1 1 0 0 1 1 1 1 0 1 0 0 1 1 1 1 1 1 1 0 1 0 1 1 0 1
chinanews.com.102824 SJTU-NICT.320 Online-G.1569 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chinanews.com.102824 SJTU-NICT.320 Online-Z.1646 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chinanews.com.102824 SJTU-NICT.320 Tencent_Translation.1249 1 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chinanews.com.102824 SJTU-NICT.320 WeChat_AI.1525 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 1 1 0 1 1 0 0 1 0 1 0
chinanews.com.102824 SJTU-NICT.320 dong-nmt.1207 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1
chinanews.com.102824 THUNLP.1498 Huawei_TSC.889 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1
chinanews.com.102824 THUNLP.1498 Online-B.1605 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 0 1 1
chinanews.com.102824 THUNLP.1498 Online-Z.1646 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chinanews.com.102824 THUNLP.1498 WeChat_AI.1525 1 1 1 1 1 0 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0
chinanews.com.102824 Tencent_Translation.1249 Huawei_TSC.889 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 0 0 1 1 1 1 0 1 1 1 1
chinanews.com.102824 Tencent_Translation.1249 Online-B.1605 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
chinanews.com.102824 dong-nmt.1207 Huawei_TSC.889 1 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chinanews.com.102824 dong-nmt.1207 Online-B.1605 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
chinanews.com.102824 zlabs-nlp.1176 Huawei_TSC.889 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
