SID BETTER WORSE BLEURT_DASH_extended COMET COMET_DASH_2R COMET_DASH_HTER COMET_DASH_MQM COMET_DASH_QE COMET_DASH_Rank CharacTER EED MEE OpenKiwi_DASH_Bert OpenKiwi_DASH_XLMR TER YiSi_DASH_0 YiSi_DASH_1 YiSi_DASH_2 Yisi_DASH_combi bleurt_DASH_combi chrF chrF_PLUS__PLUS_ esim mBERT_DASH_L2 parbleu parchrf_PLUS__PLUS_ paresim_DASH_1 prism sentBLEU
huffingtonpost.com.19368 PROMT_NMT.73 WMTBiomedBaseline.388 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
huffingtonpost.com.19368 PROMT_NMT.73 zlabs-nlp.179 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1
huffingtonpost.com.19368 Tencent_Translation.1520 WMTBiomedBaseline.388 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
huffingtonpost.com.19368 Tohoku-AIP-NTT.890 WMTBiomedBaseline.388 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
huffingtonpost.com.19368 Tohoku-AIP-NTT.890 zlabs-nlp.179 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
huffingtonpost.com.19371 OPPO.1535 AFRL.1069 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1
huffingtonpost.com.19371 OPPO.1535 WMTBiomedBaseline.388 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
huffingtonpost.com.19371 OPPO.1535 zlabs-nlp.179 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
huffingtonpost.com.19371 Online-A.1574 AFRL.1069 0 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 0 0 1 1
huffingtonpost.com.19371 Online-A.1574 WMTBiomedBaseline.388 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
huffingtonpost.com.19371 Online-A.1574 zlabs-nlp.179 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
huffingtonpost.com.19371 Tohoku-AIP-NTT.890 AFRL.1069 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1
huffingtonpost.com.19371 Tohoku-AIP-NTT.890 WMTBiomedBaseline.388 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
huffingtonpost.com.19371 Tohoku-AIP-NTT.890 zlabs-nlp.179 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
huffingtonpost.com.19371 Human-P.0 zlabs-nlp.179 0 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
huffingtonpost.com.19389 AFRL.1069 eTranslation.737 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 1
independent.281332 Human-P.0 Online-G.1556 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
latimes.431856 OPPO.1535 AFRL.1069 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 1 1 1 1 1 0 1 1 0 1 0 1
latimes.431856 Online-Z.1631 AFRL.1069 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
latimes.431856 eTranslation.737 AFRL.1069 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
latimes.431858 AFRL.1069 Online-A.1574 0 0 0 0 0 0 1 0 0 1 0 1 0 1 1 1 0 1 1 0 0 0 0 0 1 1 0
latimes.431858 AFRL.1069 WMTBiomedBaseline.388 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
latimes.431858 OPPO.1535 Online-A.1574 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1
latimes.431858 OPPO.1535 Online-B.1590 1 0 1 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0
latimes.431858 OPPO.1535 WMTBiomedBaseline.388 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
latimes.431858 Online-G.1556 WMTBiomedBaseline.388 1 1 1 1 1 1 0 1 1 1 0 0 1 0 0 0 1 0 0 1 1 1 1 1 1 0 1
medicaldaily.com.20065 AFRL.1069 Online-B.1590 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
medicaldaily.com.20065 AFRL.1069 zlabs-nlp.179 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
medicaldaily.com.20065 Tencent_Translation.1520 Online-B.1590 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 0 0 1 1 1 1 1 1 1 1
medicaldaily.com.20065 Tencent_Translation.1520 zlabs-nlp.179 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
medicaldaily.com.20065 UEDIN.1136 Online-B.1590 1 1 1 1 1 1 0 1 1 0 0 0 1 1 0 0 1 0 0 1 0 1 1 0 0 0 1
medicaldaily.com.20065 UEDIN.1136 zlabs-nlp.179 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
medicaldaily.com.20065 eTranslation.737 Human-P.0 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 1 1 1 1 1 1 1 1 1 1 0 1
medicaldaily.com.20065 eTranslation.737 Online-B.1590 1 1 1 1 1 1 0 1 1 1 0 1 1 1 0 0 1 0 0 1 1 0 1 0 1 0 1
medicaldaily.com.20065 eTranslation.737 PROMT_NMT.73 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
medicaldaily.com.20065 eTranslation.737 zlabs-nlp.179 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
metro.co.uk.12069 Online-A.1574 zlabs-nlp.179 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
metro.co.uk.12069 Tohoku-AIP-NTT.890 zlabs-nlp.179 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
metro.co.uk.12069 WMTBiomedBaseline.388 zlabs-nlp.179 1 0 0 0 0 0 1 0 0 0 1 1 0 1 1 0 0 1 1 0 1 0 0 0 0 1 1
nytimes.231903 AFRL.1069 PROMT_NMT.73 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nytimes.231903 AFRL.1069 WMTBiomedBaseline.388 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nytimes.231903 Human-P.0 PROMT_NMT.73 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0
nytimes.231903 Human-P.0 WMTBiomedBaseline.388 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nytimes.231903 Online-B.1590 PROMT_NMT.73 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nytimes.231903 Online-B.1590 WMTBiomedBaseline.388 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nytimes.231903 Online-G.1556 PROMT_NMT.73 0 1 0 1 0 0 1 1 1 0 0 0 0 1 1 1 1 1 0 1 1 1 1 1 0 1 1
nytimes.231903 Online-G.1556 WMTBiomedBaseline.388 1 0 0 0 0 0 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
nytimes.231903 Tencent_Translation.1520 PROMT_NMT.73 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nytimes.231903 Tencent_Translation.1520 WMTBiomedBaseline.388 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nytimes.231903 Tohoku-AIP-NTT.890 PROMT_NMT.73 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nytimes.231903 Tohoku-AIP-NTT.890 WMTBiomedBaseline.388 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nytimes.231903 UEDIN.1136 PROMT_NMT.73 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nytimes.231903 UEDIN.1136 WMTBiomedBaseline.388 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nytimes.231903 eTranslation.737 PROMT_NMT.73 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nytimes.231903 eTranslation.737 WMTBiomedBaseline.388 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nytimes.232003 AFRL.1069 Online-G.1556 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nytimes.232003 AFRL.1069 Online-Z.1631 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nytimes.232003 AFRL.1069 WMTBiomedBaseline.388 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nytimes.232003 AFRL.1069 zlabs-nlp.179 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nytimes.232003 Human-P.0 Online-G.1556 0 0 0 0 0 0 1 0 0 1 1 1 0 1 1 1 0 1 1 0 1 0 0 1 1 1 0
nytimes.232003 Human-P.0 Online-Z.1631 0 0 0 0 0 0 1 0 0 1 1 1 0 1 1 1 0 1 1 0 1 0 0 1 1 1 0
nytimes.232003 Human-P.0 WMTBiomedBaseline.388 0 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nytimes.232003 Human-P.0 zlabs-nlp.179 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nytimes.232003 Huoshan_Translate.832 Online-G.1556 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nytimes.232003 Huoshan_Translate.832 Online-Z.1631 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nytimes.232003 Huoshan_Translate.832 WMTBiomedBaseline.388 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nytimes.232003 Huoshan_Translate.832 zlabs-nlp.179 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nytimes.232003 OPPO.1535 Online-G.1556 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nytimes.232003 OPPO.1535 Online-Z.1631 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nytimes.232003 OPPO.1535 WMTBiomedBaseline.388 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nytimes.232003 OPPO.1535 zlabs-nlp.179 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nytimes.232003 Online-B.1590 Online-G.1556 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nytimes.232003 Online-B.1590 Online-Z.1631 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nytimes.232003 Online-B.1590 WMTBiomedBaseline.388 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nytimes.232003 Online-B.1590 zlabs-nlp.179 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nytimes.232003 Online-A.1574 Online-Z.1631 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nytimes.232003 Online-A.1574 WMTBiomedBaseline.388 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nytimes.232003 Online-A.1574 zlabs-nlp.179 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nytimes.232003 UEDIN.1136 Online-G.1556 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nytimes.232003 UEDIN.1136 Online-Z.1631 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nytimes.232003 UEDIN.1136 WMTBiomedBaseline.388 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nytimes.232003 UEDIN.1136 zlabs-nlp.179 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nytimes.232003 Online-G.1556 WMTBiomedBaseline.388 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nytimes.232003 eTranslation.737 Online-Z.1631 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nytimes.232003 eTranslation.737 WMTBiomedBaseline.388 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nytimes.232003 eTranslation.737 zlabs-nlp.179 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
reuters.276559 Human-P.0 OPPO.1535 0 0 0 0 0 0 1 0 0 1 1 1 0 1 1 1 0 1 0 0 1 1 0 0 1 1 0
reuters.276559 Human-P.0 Online-Z.1631 0 1 0 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0
reuters.276559 AFRL.1069 Online-Z.1631 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
reuters.276559 Online-A.1574 Online-Z.1631 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1
reuters.276559 Online-B.1590 Online-Z.1631 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
reuters.276692 AFRL.1069 PROMT_NMT.73 0 1 1 1 1 0 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1
reuters.276692 AFRL.1069 UEDIN.1136 0 0 1 0 1 0 1 0 1 0 1 0 0 0 0 1 0 0 0 1 1 0 0 1 0 0 0
reuters.276692 AFRL.1069 WMTBiomedBaseline.388 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
reuters.276692 OPPO.1535 PROMT_NMT.73 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
reuters.276692 OPPO.1535 UEDIN.1136 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1
reuters.276692 OPPO.1535 WMTBiomedBaseline.388 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
reuters.276692 Tencent_Translation.1520 Online-G.1556 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
reuters.276692 Tencent_Translation.1520 PROMT_NMT.73 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
reuters.276692 Tencent_Translation.1520 UEDIN.1136 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1
reuters.276692 Tencent_Translation.1520 WMTBiomedBaseline.388 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
reuters.276692 Tohoku-AIP-NTT.890 PROMT_NMT.73 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
reuters.276692 Tohoku-AIP-NTT.890 WMTBiomedBaseline.388 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
reuters.276692 zlabs-nlp.179 PROMT_NMT.73 0 1 1 1 1 1 0 0 1 0 1 0 0 0 0 1 1 0 1 1 0 1 1 0 0 0 0
reuters.276692 zlabs-nlp.179 WMTBiomedBaseline.388 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1
rt.com.113860 UEDIN.1136 Huoshan_Translate.832 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
rte.en.ie.5331 AFRL.1069 Human-P.0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 0 1
rte.en.ie.5331 AFRL.1069 UEDIN.1136 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0
rte.en.ie.5331 Huoshan_Translate.832 Human-P.0 1 1 1 1 1 0 0 1 0 0 0 1 1 0 1 1 1 0 1 0 1 1 1 0 1 0 1
rte.en.ie.5331 OPPO.1535 Human-P.0 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 0 1 0 1
rte.en.ie.5331 eTranslation.737 Human-P.0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 0 1
rte.en.ie.5331 eTranslation.737 UEDIN.1136 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 0
rte.en.ie.5333 AFRL.1069 WMTBiomedBaseline.388 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
rte.en.ie.5333 AFRL.1069 zlabs-nlp.179 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
rte.en.ie.5333 Human-P.0 WMTBiomedBaseline.388 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
rte.en.ie.5333 Human-P.0 zlabs-nlp.179 0 0 0 0 0 0 1 0 0 0 1 1 0 1 1 0 0 1 1 0 1 0 0 0 0 1 0
rte.en.ie.5333 OPPO.1535 WMTBiomedBaseline.388 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
rte.en.ie.5333 OPPO.1535 zlabs-nlp.179 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
rte.en.ie.5333 Online-A.1574 WMTBiomedBaseline.388 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1
rte.en.ie.5333 Online-A.1574 zlabs-nlp.179 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
rte.en.ie.5333 Online-B.1590 WMTBiomedBaseline.388 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
rte.en.ie.5333 Online-B.1590 zlabs-nlp.179 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
rte.en.ie.5333 Online-G.1556 WMTBiomedBaseline.388 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
rte.en.ie.5333 Online-G.1556 zlabs-nlp.179 1 1 0 0 0 0 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0
rte.en.ie.5333 PROMT_NMT.73 WMTBiomedBaseline.388 1 1 1 1 1 0 0 1 1 1 0 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1
rte.en.ie.5333 PROMT_NMT.73 zlabs-nlp.179 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
rte.en.ie.5333 Tencent_Translation.1520 WMTBiomedBaseline.388 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
rte.en.ie.5333 Tencent_Translation.1520 zlabs-nlp.179 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
sciencedaily.com.75569 Online-B.1590 Huoshan_Translate.832 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 1 0 0 1
sciencedaily.com.75569 Online-B.1590 Online-Z.1631 1 1 1 1 1 1 1 0 0 0 1 1 0 1 1 1 1 0 1 0 1 1 0 1 0 1 0
sciencedaily.com.75569 Online-B.1590 PROMT_NMT.73 0 1 1 1 1 1 1 0 0 0 0 0 0 1 1 1 1 0 1 0 1 0 0 1 0 1 1
sciencedaily.com.75569 Online-B.1590 WMTBiomedBaseline.388 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1
sciencedaily.com.75569 Online-A.1574 Online-Z.1631 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 0 1 0 1 0
sciencedaily.com.75569 Tohoku-AIP-NTT.890 Huoshan_Translate.832 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1
sciencedaily.com.75569 Tohoku-AIP-NTT.890 Online-Z.1631 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0
sciencedaily.com.75569 Tohoku-AIP-NTT.890 PROMT_NMT.73 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1
sciencedaily.com.75569 Tohoku-AIP-NTT.890 WMTBiomedBaseline.388 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1
sciencedaily.com.75569 UEDIN.1136 Huoshan_Translate.832 1 1 1 1 0 1 1 0 0 0 1 0 1 0 0 1 1 0 0 0 0 1 0 0 0 0 1
sciencedaily.com.75569 UEDIN.1136 Online-Z.1631 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 0 1 1 0 1 0 1 0
sciencedaily.com.75569 UEDIN.1136 PROMT_NMT.73 1 1 1 1 1 1 1 1 0 0 1 0 1 1 1 1 1 1 1 0 1 1 0 1 0 1 1
sciencedaily.com.75569 UEDIN.1136 WMTBiomedBaseline.388 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1
sciencedaily.com.75569 zlabs-nlp.179 Huoshan_Translate.832 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
sciencedaily.com.75569 zlabs-nlp.179 Online-Z.1631 1 0 1 0 1 1 1 0 1 0 1 0 0 1 1 0 0 0 1 1 0 1 0 1 0 0 0
sciencedaily.com.75569 zlabs-nlp.179 PROMT_NMT.73 1 0 1 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 1 0 1 0
sciencedaily.com.75569 zlabs-nlp.179 WMTBiomedBaseline.388 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1
seattle_times.7044 Online-A.1574 UEDIN.1136 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0
seattle_times.7044 Online-A.1574 WMTBiomedBaseline.388 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
seattle_times.7044 Online-A.1574 eTranslation.737 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
seattle_times.7044 PROMT_NMT.73 UEDIN.1136 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0
seattle_times.7044 PROMT_NMT.73 WMTBiomedBaseline.388 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
seattle_times.7044 PROMT_NMT.73 eTranslation.737 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0
seattle_times.7044 Tencent_Translation.1520 UEDIN.1136 1 1 1 1 0 1 0 1 1 0 1 1 1 1 1 0 1 1 0 1 1 0 1 1 0 1 0
seattle_times.7044 Tencent_Translation.1520 WMTBiomedBaseline.388 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
seattle_times.7044 Tencent_Translation.1520 eTranslation.737 1 0 0 0 0 0 0 1 0 0 0 1 1 1 0 0 0 1 0 0 0 0 1 1 0 0 1
seattle_times.7044 Tohoku-AIP-NTT.890 UEDIN.1136 1 1 1 1 0 1 0 1 0 1 1 1 1 1 1 0 0 1 0 0 1 1 1 1 0 1 0
seattle_times.7044 Tohoku-AIP-NTT.890 WMTBiomedBaseline.388 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
seattle_times.7044 Tohoku-AIP-NTT.890 eTranslation.737 1 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 1 1 0 0 0 0 0 0 0 1
seattle_times.7044 OPPO.1535 WMTBiomedBaseline.388 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
seattle_times.7044 OPPO.1535 eTranslation.737 0 0 0 0 1 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0
seattle_times.7059 AFRL.1069 WMTBiomedBaseline.388 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
seattle_times.7059 Online-A.1574 WMTBiomedBaseline.388 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
seattle_times.7059 PROMT_NMT.73 WMTBiomedBaseline.388 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
seattle_times.7059 Tencent_Translation.1520 WMTBiomedBaseline.388 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
